83 71 97||43 239 203 70 244 27
43 239 203 70 244 27||234 245 12 246 90 247 248
34 249 17||28 250 28 251 28 252 27
28 250 28 251 28 252 27||253 23 92 27
253 23 92 27||254 255 12 107 12 103 104 151 52 122 37
254 255 12 107 12 103 104 151 52 122 37||169 98 27
28 60 42 27||256 19 12 12 12 24 257 35 228 258
256 19 12 12 12 24 257 35 228 258||181 253 142 259 173 31 10 260 27
181 253 142 259 173 31 10 260 27||28 133 17 82 83 10 261 69 121 69 262 27
16 122 155 27||28 267 70 71 72 155 27
73 92 230 78 92 82 70 71 72 28 27||34 35 16 17 142 166
37 35 10 274 275 276||262 277 278
262 277 278||279 108 280 40 12
158 35 281 97||93 97 17 282 104 256
28 285 14 34 286 287 12||288 17 126 142 127 141 289 32 290 291 100 24 25 140
140 158 136 34 294 100 10 295 296 297 298 90 299 12||233 6 197 15 12
301 17 147 10 45 302||37 35 303 12 32 290 291 12
16 29 28 304 122 27||92 35 305 69 113 98 14
16 35 32 309 27||28 83 32 249 12
110 19 28 176 27||98 108 76
310 24 218 311 12||140 169 312 17 19 34 27
106 313 39 314 12 12 12||233 216 12 17 120 28 69 70 71 72 262 12
233 216 12 17 120 28 69 70 71 72 262 12||256 315 12 17 197 83 26 270 37 12
256 315 12 17 197 83 26 270 37 12||28 142 166
28 142 166||28 316 317 69 318 10 249 71
28 316 317 69 318 10 249 71||161 28 82 70 71 72 262 4 28 77 32 319 27
17 18 104 318 10 249 88 34 71 270 101 320 12||321 243 12
318 37 192 310 37 12 22 322 104 10 323 12||324 140 28 126 325 174 300 12
326 17 327 71 324 17 204 328 12||17 147 270 37
17 147 270 37||329 32 330 331 24 332 124 104 333 57 10 47 12
10 334 320 10 47 12||41 37 12
41 37 12||41 262 218 75 12
37 35 122 335 12||10 123 35 10 123 12
43 82 28 19 37 27||19 16 27
19 16 27||83 262 69 336 88 10 337
156 28 338 27||339 142 340 236 69 341
339 142 340 236 69 341||6 103 104 341 12
17 342 28 29 343 344 12||345 233 12 6 29 241 263
345 233 12 6 29 241 263||28 140 344 27
28 349 98 350 22 173 12 17 147 351 352 12||110 37 35 76 31 32 353 84 26 27
253 35 34 27||354 344 355 356 12
17 147 256 158 35 144 357 90 168 358 34 359 12||158 360 361 95
158 360 361 95||362 363 27
371 312 67 55 372 69 10 373 242 12||371 170 104 151 70 69 374 242
371 170 104 151 70 69 374 242||34 35 67 127 375
28 52 22 197 377 27||74 89 12
16 82 158 78 27||253 378 27
388 88 10 149 230 12 140 366 27||50 35 10 299 69 83 10 222 35 389 12
50 35 10 299 69 83 10 222 35 389 12||24 390 100 391 12
392 28 173 393 75||130 26 12 393 12
28 162 14 103 104 28 27||17 103 104 394 52 28 395 34 396 64 397 12
17 103 104 394 52 28 395 34 396 64 397 12||75 78 28 197 398 399 143 108 32 400 72 14 12
75 78 28 197 398 399 143 108 32 400 72 14 12||140 169 312 17 19 34 27
28 401 100 24 402 12||403 243 27
404 14 27||34 35 16 28 120 322 104 37 27
34 35 16 28 120 322 104 37 27||19 28 176 27 28 29 405 90 406 37 31 14 12
17 78 19 16 28 267 19 12||407 28 29 32 5 40
28 29 98 93 12||17 142 316 69 408 409 31 410
17 142 316 69 408 409 31 410||345 345 12 28 408 409 140 28 197 70 69 198
345 345 12 28 408 409 140 28 197 70 69 198||17 60 142 13 14 198
169 29 28 168 22 27||17 285 28
17 285 28||28 103 104 415 4 17 369
28 103 104 415 4 17 369||256 17 19
36 75 17 82 55 69 416 417 71 418 253 88 14 12||88 28 7 8 40
88 28 7 8 40||15 34 27 253 419 420 326 17 126 325 421 422 27
15 34 27 253 419 420 326 17 126 325 421 422 27||142 13 14 423 409 12
17 182 28 240 424 76 34||28 60 16 96 78
74 28 425 104||75 169 82 28 426 27
75 169 82 28 426 27||169 82 28 408 27
17 427 19 22 12||19 16 27
416 10 284 27||24 428 429 104 430 90 34 34
24 428 429 104 430 90 34 34||28 103 104 431 14 57 32 298 34 312 426 432 12
130 95 157 28 52 28 60 14 27||17 147 433 50
16 156 28 168 244 27||17 154 50 66 10 437 438 12
17 154 50 66 10 437 438 12||28 29 95
17 181 17 67 285 28 17 147 445 90 446 12||20 223 12 37 35 98 34 447
20 223 12 37 35 98 34 447||448 449 108 37 228 22 450
451 174 26 452 50||41 37 12 17 147 453 12
41 37 12 17 147 453 12||28 120 14 69 454 173 140 455 28 43 69 83 409 27
84 456 12||95 43 82 28 83 457 69 361 32 440 299 27
10 459 460 27 253 461 27||233 49 103 104 13 37 83 71
233 49 103 104 13 37 83 71||95 16 35 174 404 27
95 16 35 174 404 27||462 32 299 6 19 12
95 4 28 463 247 228 32 416 28 29 401 27||464 88 34
464 88 34||75 28 465 173
28 173 31 37 27||31 12 12 12 27
74 464 87 12 464 74 40 467 468 12||28 29 59 12 140 469 12 140 144 214 31 14 12
74 40 467 468||28 29 470 471 472 12 213 473 474 285 28 34 27
28 29 470 471 472 12 213 473 474 285 28 34 27||70 69 32 109 72 14
23 34 10 475 192 10 476 27||28 60 16 17 133
74 16 27||74 17 477 104 70 72 28
74 17 477 104 70 72 28||169 98 27
169 98 27||36 17 103 104 120 69 12 37 35 10 177 478 12
479 10 45 480 27 416 10 221 481 27 16 27||95 17 55 69 55 10 482 69 54 72 28 27
95 17 55 69 55 10 482 69 54 72 28 27||28 171 14 12
28 171 14 12||28 316 483 12 213 473 474 285 28 34 27
28 316 483 12 213 473 474 285 28 34 27||484 32 485 354
34 35 144 486 97||37 487 488 28 489 55 174 490 491 27
23 34 26 27||233 161 75 17 494 173 12 17 495 31 262 12
36 17 88 69 499 28 12||130 254 27 18 28 83 14 24 490 491 27
130 254 27 18 28 83 14 24 490 491 27||103 104 28 151 500 12 12 12
24 501 132 98 502 503||75 171 247 17 77 10 504 12
75 171 247 17 77 10 504 12||23 22 122 505 506 27 28 507 14 27
23 22 122 505 506 27 28 507 14 27||17 182 28 240 507 14 12
17 182 28 240 507 14 12||169 18 104 6 508 270 22 27
169 18 104 6 508 270 22 27||36 28 29 292 509 31 14 12
36 28 29 292 509 31 14 12||57 10 510 34 35 24 26
57 10 510 34 35 24 26||95 16 17 120 124 104 511 27
74 129 12||95 171 14 122 22 514 12 66 37 515 27
95 171 14 122 22 514 12 66 37 515 27||516 90 37 12
516 90 37 12||226 516 27
226 516 27||32 286 125 254 517 32 288 71 90 512 222 12
32 286 125 254 517 32 288 71 90 512 222 12||254 73 16 27
520 521 12 28 10 522 27||233 12 17 181 12
28 52 27||130 233 12
9 10 522 523 27||233 12 12 12
16 27 97||84 178 12
156 28 529 14 17 147 10 295 530 27||142 31 157 12
28 240 26 12 92 35 489 531 12||59 532 533 534 535 97
17 536 28 12||37 537 244 28 538 366 69 10 539 90 540 418 12
100 32 547 12||172 473 548 549 27
16 19 28 267 557 27 6 126 325 80 80 80 192 80||558 12 559 27
55 10 560 335 382 97||161 253 16 27
16 142 561 27||174 562 563 69 32 109 12
174 562 563 69 32 109 12||73 17 55 358 69 78 122 37 27
73 17 55 358 69 78 122 37 27||564 98 12
564 98 12||34 35 16 17 182
16 156 28 569 69 570 571 27||572 310 155 311 12 158 35 168 74 573 12
158 35 32 574 35 575 12 12 12||6 197 76 70 576 12 12 12
174 391 140 34 90 582 97||4 96 508 69 583 14 584 12
17 7 54 372 31 594 12||17 60 12
17 60 12||17 383 104 595 28 596 90 10 391 12
597 17 66 67 598 69 232 72 10 188 12 12 12||17 8 34 116 69 62 12
92 166 584 12||599 131 12 12 12
17 147 98 600 28 69 601 69 358 12||17 103 104 120 28 69 602 31 14 12
17 103 104 120 28 69 602 31 14 12||34 35 464 28 18 104 603 12
18 104 28 605 72 606 10 45 27||17 607 302 608 12
24 618 90 619 12||619 69 16 27
17 120 69 70 72 28 97||50 197 54 10 335 12
17 55 69 626 32 623 12||22 335 72 14 97
428 12 12 12||50 628 54 10 629 69 34 440 630 12
16 156 28 569 69 27||17 607 98 569 428 12 161 17 18 104 524 631 12
28 634 69 55 10 635 636 31 292 637 12||16 12 12 12 27 19 17 55 95 239 287 27
76 17 55 69 19 23 456 32 638 12||456 247 12
17 607 98 445 90 28 12 28 156 442 161 10 639 12||361 71 90 34 640 12
78 98 244 97 644 97||16 23 37 27 10 645 27 64 646 27
16 23 37 27 10 645 27 64 646 27||646 12 647 12
28 648 97 28 649 650 97||171 32 651 6 599 155 12
171 32 651 6 599 155 12||651 468 12
69 652 32 56 90 131 12||651 537 158 213 10 131 12
651 537 158 213 10 131 12||12 12 12 140 653 69 652 654 12
12 12 12 140 653 69 652 654 12||651 537 12 12 12
651 537 12 12 12||158 213 654 12 171 155 6 655 376 203 12
158 656 12||426 155 4 158 196 524 12
131 12 12 12 34 35 100 10 546 97||34 35 16 37 537 12
34 35 16 37 537 12||43 73 28 658 37 27
660 23 10 661 12||95 66 662 97
17 197 448 69 617 34 663 12 12 12||428 663 97
428 663 97||664 23 464 40 665 666 97
664 23 464 40 665 666 97||28 83 95 667 668 326 28 156 669 670 97
28 83 95 667 668 326 28 156 669 670 97||17 126 127 670 76 24 391 12 12 12 671 97
17 126 127 670 76 24 391 12 12 12 671 97||5 131 468 32 672 90 38 414 24 673 12
4 131 674 28 69 70 75 28 196 70 12||675 131 97
76 90 247 97 142 676 97||615 97 103 104 97
16 156 28 679 27||17 680 12 32 681 196 54 682 441 17 166 12
17 680 12 32 681 196 54 682 441 17 166 12||43 683 27
43 683 27||17 607 98 256 12 12 12 37 7 54 684 32 685 12
17 687 6 29 688 241 689 157 12||28 197 360 54 690 441 14 428 12
17 55 69 691 12||17 461 28 312 12
17 461 28 312 12||221 692 479 221 203 12
221 692 479 221 203 12||130 27 95 28 156 10 221 300 27
17 665 694 32 695 90 24 696 12||697 28 18 19 358 28 120 12
43 241 156 28 700 615 27||243 403 174 701 12 12 12 140 28 27
6 18 104 702 32 703 704 37 12||24 705 124 104 377 12
16 19 28 708 27||101 709 12
28 680 97 28 710 97 6 29 299 711 712 97||713 714 580 584 12
713 714 580 584 12||28 628 54 715 12 12 12 97
28 628 54 715 12 12 12 97||6 55 69 716 32 717 90 718 689 719 97
6 55 69 716 32 717 90 718 689 719 97||6 29 270 32 720 90 10 721 615 97
6 29 270 32 720 90 10 721 615 97||28 52 17 103 104 60 34 27
28 52 17 103 104 60 34 27||6 29 338 97
6 29 338 97||32 577 23 50 12 17 60 37 97
28 171 34 69 247 97||28 29 26 12 13 32 689 603 12
23 34 32 300 17 461 722 723 27||584 174 701 12
75 16 19 28 724 103 723 27||158 628 54 725 12
158 628 54 725 12||140 253 312 28 52 90 31 38 10 726 27
75 169 27||36 158 23 98 445 90 14 12
156 28 24 728 27 17 147 729 12 17 147 730 12||17 147 98 174 731 732 17 15 32 317 12
17 147 98 174 731 732 17 15 32 317 12||244 12 17 55 174 317 12
103 104 78 358 12||125 156 6 141 27
125 156 6 141 27||17 147 733 72 28 12
17 147 733 72 28 12||584 12 584 648 72 14 97
28 652 32 734 27||130 256 12
74 158 23 244 12 740 12 12 12||103 104 741 122 155 12 52 122 366 12
103 104 741 122 155 12 52 122 366 12||16 122 24 297 742 27 743 742 27
74 12 74 299 12||161 37 35 12 12 12
22 23 98 122 317 729 12 17 316 174 747 100 14 12||16 467 19 28 316 27
174 428 451 734 71 270 28 27||71 270 24 163 326 17 66 10 748 749 12
71 270 24 163 326 17 66 10 748 749 12||18 17 15 174 163 27
17 196 4 96 103 104 754 14 163 12||96 477 104 732 22 23 289 12
17 18 104 318 28 69 24 755 12||756 467 27
32 689 156 71 90 757 758 759 71 760 12||95 12 12 761 762 23 763 27
95 12 12 761 762 23 763 27||233 12 22 299 12
28 586 134 10 764 27||584 17 586 37 12
584 17 586 37 12||73 28 474 765 766 209 27
95 28 240 67 10 764 27||16 156 28 600 14 27
16 156 28 600 14 27||17 147 142 767 69 8 71 253 28 156 12
17 147 98 10 768 12 17 147 98 10 768 12||17 60 12
156 28 751 27||17 489 18 104 62 769 35 372 12
17 489 18 104 62 769 35 372 12||17 147 770 12
23 158 174 11 27||771 27 158 35 772 156 28 773 27
771 27 158 35 772 156 28 773 27||4 17 66 174 11 17 53 54 12
10 84 774 731 7 775 32 776 12 769 777 40 12||74 511 16 778 12 12 779 147 780 17 781 28 12
74 511 16 778 12 12 779 147 780 17 781 28 12||17 147 780 17 781 28 12
19 28 55 782 27||100 32 783 12
100 32 783 12||17 197 172 512 31 606 12
17 197 172 512 31 606 12||17 197 83 24 784 12
16 156 28 168 27||785 37 71 97
41 122 14 12 28 55 178 786 90 174 175 12||12 12 787 28 394 120 14 69 41 122 28 27
12 12 787 28 394 120 14 69 41 122 28 27||17 103 104 120 69 788 28 409 72 14 12
17 103 104 120 69 788 28 409 72 14 12||789 17 12 12 12
4 17 171 28 196 28 790 14 27||790 28 31 16 27 169 312 6 790 28 27
130 233 12 12 12 27 751 12||17 147 30 69 54 791 12 404 606 12
17 147 30 69 54 791 12 404 606 12||233 256 12 792 14 326 28 29 30 31 32 793 794 12
253 73 795 140 796 27||253 19 28 52 651 27 97
253 19 28 52 651 27 97||75 169 170 104 28 121 69 32 797 27
16 19 28 133 798 173 27||17 13 262 318 10 799 12
17 13 262 318 10 799 12||10 799 97 27 73 28 318 40 523 27
10 799 97 27 73 28 318 40 523 27||74 97 442 561 12
651 176 4 17 318 262 27||93 12 161 98 567 800 12
651 17 60 17 465 173 161 22 222 66 74 804 802 12||49 22 23 525 220 174 805 140 806 807 12
49 22 23 525 220 174 805 140 806 807 12||220 24 805 27
73 32 82 808 12 809 262 810 27||233 12 158 811 410 580 12
782 31 14 17 812 368 409 12||813 814 12
212 12 108 542 12||28 30 27
16 35 158 738 31 27||10 816 12
125 23 92 27||817 10 818 12
817 10 818 12||307 17 819 12 27
156 28 820 27||74 12 17 147 93 12
253 35 50 27||821 12 6 82 88 69 426 28 10 822 823 12
749 92 35 95 824 76 32 825 12||16 156 28 679 27
16 156 28 679 27||789 12 826 222 340 100 600 14 122 262 523 12
28 60 16 34 23 26 27||74 16 23 37 27
37 35 174 832 833 157 12 28 18 19 16 28 120 12||557 32 834 27
557 32 834 27||835 17 836 536 37 12
835 17 836 536 37 12||49 142 95 28 60 12 17 837 28 528 32 838 12
49 142 95 28 60 12 17 837 28 528 32 838 12||49 142 95 28 60 17 103 104 415 122 34 85 12
49 142 95 28 60 17 103 104 415 122 34 85 12||835 169 427 28 27
835 169 427 28 27||17 103 104 151 557 839 12
17 18 557 28 769 12 153 17 197 840 464 12||22 322 104 752 242 12
28 29 841 27||24 842 156 12
24 842 156 12||605 244 12
28 843 69 32 844 845 27||28 325 307 349 846 27
28 325 307 349 846 27||176 4 17 847 848 72 28 27
176 4 17 847 848 72 28 27||22 213 442 69 19 72 174 849 12
22 213 442 69 19 72 174 849 12||161 16 4 37 132 27 28 53 316 24 524 12
106 850 12||349 441 40 12
28 851 27||17 147 270 852 12
16 156 28 853 27 169 156 28 445||92 142 854 106 90 262 637 855 97 96 806 856 262 12
92 142 854 106 90 262 637 855 97 96 806 856 262 12||23 34 76 50 23 27
169 98 27||464 163 99 27
92 35 494 12 151 4 34 165 23 466 12||857 123 12
16 312 174 858 52 90 34 27||17 103 104 55 10 858 12
17 103 104 55 10 858 12||24 202 201 12
24 202 201 12||17 147 859 244 12
17 147 859 244 12||95 607 17 12
110 12 17 147 10 860 12||861 88 34 55 10 299 90 862 863 864 865 12
17 346 262 50 31 10 799 140 34 35 37 12||142 10 799 27
95 12 12 866 35 867 27||16 19 28 120 27
16 35 174 868 12||17 869 51 870 12
17 869 51 870 12||75 19 37 871 12
43 239 872 156 173 50 27||50 156 106 873 591 108 22 202 12
50 156 106 873 591 108 22 202 12||18 6 70 173 69 32 832 833 27
18 6 70 173 69 32 832 833 27||28 60 28 18 104 19 34 12 20 223 12
28 60 28 18 104 19 34 12 20 223 12||23 37 874 875 27
158 66 876 161 98 877 12 158 197 54 321 12||19 28 55 32 878 100 879 27
769 156 28 93 27||233 12 157 35 98 10 84 335 12
751 751 769 12 103 104 880 14 12||17 147 98 12
49 253 66 37 34 881 14 43 69 19 34 27 882 27||28 29 883 12
28 29 883 12||28 29 98 95 447 366 12
103 104 741 122 32 675 884 12 17 477 104 484 37 12||484 32 884 12
484 32 884 12||74 12 171 14 16 28 120 69 78 12
74 12 171 14 16 28 120 69 78 12||484 37 12
411 28 12 12 12 885 17 532 28 12||17 532 28 12
28 624 27||233 12 17 624 12
15 28 886 12 84 887 12||599 28 12
599 28 12||103 104 54 888 12
17 52 28 29 889 10 45 890 50 769 12||17 147 98 890 12
95 16 35 891 27||98 16 12 253 12
34 35 891 12||233 12 140 158 489 563 69 32 206 12
716 247 71 90 24 299 12||93 12 28 30 27
93 12 28 30 27||233 233 12 892 12
307 261 6 18 19 34 893 27||893 27 17 170 104 267 19 37 32 650 335 12
28 85 895 100 37 12||140 16 19 28 19 72 32 896 27
140 16 19 28 19 72 32 896 27||897 898 12
156 28 899 27||74 12 156 28 900 27
361 871 12 17 126 127 856 236 349 441 28 12||74 12 17 147 32 901 34 35 474 856 28 12
602 10 210 12 602 10 210 12||648 311 12 652 902 12 140 6 197 121 122 903 12
171 155 69 451 376 904 409 97||13 262 70 97 13 262 70 97 97
13 262 70 97 13 262 70 97 97||4 158 124 104 905 376 904 17 197 906 869 262 12
112 17 147 382 12||125 35 907 249 27
125 23 844 845 27||34 35 908 12 7 28 451 32 317 270 32 909 27
545 12 7 17 15 174 910 911 27||584 912 12
16 23 174 913 914 90 174 915 69 32 916 917 27||106 579 918 12
106 579 918 12||43 596 317 156 28 919 72 28 27
43 596 317 156 28 919 72 28 27||17 55 920 334 921 12
911 924 606 12 648 270 925 12||23 50 10 926 27
6 156 688 228 927 12||43 683 156 28 928 69 605 27
43 683 156 28 928 69 605 27||106 579 12
106 579 12||17 82 88 69 649 31 929 93 27
17 82 88 69 649 31 929 93 27||158 124 104 649 930 12
253 23 158 27||221 931 35 932 12 22 23 376 933 12
22 76 28 120 27||19 28 60 43 596 934 487 31 297 742 27
19 28 60 43 596 934 487 31 297 742 27||100 244 537 158 935 10 936 12
100 244 537 158 935 10 936 12||936 27 97 32 934 487 40 936 921 31 10 937 938 27
73 28 342 16 17 166 27||17 120 69 939 24 940 69 941 12
361 12 942 943 12 142 88 100 32 944 97||103 104 649 945 97
103 104 649 945 97||169 27 169 19 17 360 55 69 649 69 28 100 907 27
765 34 303 97 83 32 946 12||169 427 17 947 174 948 27 17 607 98 10 897 12
649 930 97||28 166 649 907 97
28 166 649 907 97||43 28 949 22 27
43 28 949 22 27||17 197 19 37 12 103 104 876 24 950 97
83 100 32 951 97||216 6 19 6 350 262 26 27
216 6 19 6 350 262 26 27||736 83 100 951 605 50 140 952 173 97
952 173 12||132 37 876 27
130 740 12 17 162 738 108 34 97||103 104 120 69 953 22 27
169 98 27||451 32 950 409 736 12
16 23 34 27||16 132 37 361 88 27 37 35 64 955 743 97
13 14 83 10 815 90 37 12||423 409 97
423 409 97||22 299 12 956 37 22 299 12 84 12
100 297 96 172 90 606 253 19 28 52 312 336 14 27||32 40 253 325 957 100 32 951 12 958 959 12
17 147 859 12||952 173 12 361 97
17 285 28 69 745 34 71 209 6 960 100 32 961 97||54 962 12 557 12
28 325 34 27||74 17 103 104 83 34 97
729 27 27 27 97||963 97 963 97
6 964 37 97||965 12 965 12
17 18 83 28 10 966 12||10 966 27
10 966 27||584 32 317 23 84 12
584 32 317 23 84 12||57 10 967 27 97
57 10 967 27 97||37 35 968 69 840 12
969 12 12 12 27||16 156 28 168 244 27
16 156 28 168 244 27||28 126 325 10 456 12
322 104 158 10 45 890 27||90 972 158 35 890 12 158 973 158 35 100 532 12
90 972 158 35 890 12 158 973 158 35 100 532 12||100 532 27 72 253 27
49 158 12 12 12||17 120 69 342 974 158 166 12
17 120 69 342 974 158 166 12||17 147 767 69 171 28 12
17 147 767 69 171 28 12||751 12 70 975 12
751 12 70 975 12||34 976 12 158 66 304 69 14 140 977 122 978 12
10 979 980 12||16 156 28 733 244 69 19 27
16 156 28 733 244 69 19 27||17 147 244 31 944 12
17 147 244 31 944 12||944 12 12 981 54 100 32 944 192 69 15 944 27
74 12 70 975 12||982 12 983 37 12
95 32 299 28 15 37 106 984 850 985 986 173 27||34 35 16 37 987 88 69 14 12
16 66 34 27||988 12 90 10 752 12
17 197 318 155 12||74 299 97 158 35 807 97
74 299 97 158 35 807 97||6 29 817 155 12 103 104 989 97
6 29 817 155 12 103 104 989 97||158 35 24 990 97
158 35 24 990 97||49 158 855 24 991 97
93 28 29 992 790 97 157 28 993 27||849 994 27 995 103 104 947 996 12
849 994 27 995 103 104 947 996 12||130 233 27 181 893 12
233 27 16 744 27||110 236 32 299 17 147 394 770 122 174 998 999 28 12
125 28 127 300 27 6 325 10 1000 97||17 154 12 253 32 288 13 247 173 50 27
17 154 12 253 32 288 13 247 173 50 27||17 103 104 60 28 52 769 196 224 14 376 1001 27
17 103 104 60 28 52 769 196 224 14 376 1001 27||28 15 358 100 32 1002 27 1003 1004 27
28 15 358 100 32 1002 27 1003 1004 27||1005 17 147 256 32 878 35 98 244 12
1005 17 147 256 32 878 35 98 244 12||130 233 169 27
130 233 169 27||795 769 1006 1007 155 173 236 157 97
158 461 76 848 12||16 27 27
16 27 27||34 35 169 158 66 95 962 12 158 66 1011 606 12
1013 104 28 1014 27||4 17 70 99 17 477 104 54 1015 69 1016 1017 1018 12
1019 1019 97 125 29 28 820 27 97||37 1020 12 1021 892 97
37 1020 12 1021 892 97||1022 409 12 605 409 1019 12
43 66 37 27||98 84 12
83 1023 244 97||16 32 288 561 27
16 32 288 561 27||96 240 608 12 96 1024 1025 262 1026 97
318 32 332 12 83 1023 244 1027 12||361 28 18 104 1028 155 100 1029 1030 12
174 1031 27||584 12 24 1032 170 104 1033 34 17 605 270 24 1034 12
584 12 24 1032 170 104 1033 34 17 605 270 24 1034 12||12 12 1035 28 1036 564 74 1037 31 1038 718 203 27
361 17 147 100 244 12 28 456 22 10 805 1039 27||140 322 104 50 10 297 100 32 1040 122 28 27
140 322 104 50 10 297 100 32 1040 122 28 27||6 29 100 1041 34 35 1042 12
112 12 1047 12 12 12 733 100 911 12||26 12 142 10 1048 12
1049 4 28 126 10 210 17 82 88 174 1050 270 464 12||256 16 23 37 27
256 16 23 37 27||49 37 35 442 394 1051 161 37 35 1052 12
49 37 35 442 394 1051 161 37 35 1052 12||16 35 173 27
37 35 1054 12||49 16 19 28 52 6 1055 69 19 122 37 27
17 687 32 1056 66 1057 1058 12||17 687 95 12 238 90 972 50 35 10 1059 1060 1061 12
34 269 367 1062 12||584 17 182 95 12
584 17 182 95 12||90 972 37 312 54 367 968 31 606 69 8 71 157 12
17 60 12 37 312 54 1063 1064 12||161 98 144 1064 27
161 98 144 1064 27||17 687 37 322 104 1065 1066 12
17 687 37 322 104 1065 1066 12||17 181 37 322 104 12
17 181 37 322 104 12||489 76 6 55 69 19 23 426 1067 12
49 34 35 464 12||584 17 103 104 60 16 69 172 90 37 12
584 17 103 104 60 16 69 172 90 37 12||17 687 1068 55 127 1069 69 54 1070 12
84 976 12 43 35 37 141 27||156 28 1071 1072 27
156 28 1071 1072 27||130 17 147 321 17 147 1073 1072 12 16 35 173 27
17 181 28 103 104 60 174 175 1076 241 749 12||17 181 98 12
17 181 98 12||17 52 17 197 55 69 70 71 140 250 247 303 12
98 157 1067 17 82 88 69 121 69 28 122 464 12||256 1049 16 35 173 27
584 17 60 12||28 806 653 60 34 6 591 247 93 12
17 147 770 122 32 1077 1067 12||49 103 104 741 122 37 12
49 103 104 741 122 37 12||140 103 104 28 741 122 37 12
140 103 104 28 741 122 37 12||23 174 1078 100 14 1079 1080 27
23 174 1078 100 14 1079 1080 27||584 37 23 1067 12
523 447 122 1047 322 104 37 27||584 37 23 12
584 37 23 12||17 687 28 29 281 1081 173 122 37 27
17 147 108 1043 762 920 1084 12 43 156 28 27||17 147 321 129 12 326 156 28 733 99 27
17 147 1085 10 206 212 12||584 17 60 34 1086 12
584 17 60 34 1086 12||156 28 733 69 24 206 27
326 156 28 733 99 27||100 578 714 1084 17 94 12
40 106 578 12 18 17 649 69 1087 27||1087 35 71 69 32 828 909 12
1087 35 71 69 32 828 909 12||125 23 1088 12 1089 27
125 23 1088 12 1089 27||92 35 100 32 951 12
93 1086 12 55 10 1090 1091 206 212 12||599 28 129 12
584 129 12||1092 1092 157 1086 12
1092 1092 157 1086 12||1093 129 12
130 599 28 367 596 12||599 28 12
599 28 12||49 43 35 37 141 163 50 27
49 17 126 154 1059 140 1059 203 121 90 64 1094 12||17 687 37 66 1095 69 1096 1097 192 886 12
130 34 35 38 10 1098 1099 12||43 23 1100 27
49 599 28 367 596 31 669 95 1107 12||911 37 394 124 104 511 12
156 28 1112 256 27||584 394 599 28 367 596 12
49 57 37 778 17 147 270 24 299 173 69 32 1113||156 28 236 307 261 141 173 69 174 1114 108 1101 27
156 28 236 307 261 141 173 69 174 1114 108 1101 27||584 57 10 511 90 1115 17 607 12
34 35 26 12||17 15 12
584 12 12 12 49 17 94 32 1116 325 163 1117 12||1118 96 73 12
1118 96 73 12||49 17 147 780 122 34 12
